,id,current_role,current_role_TEXT,role_in_turnover,experience_years,professional_background_TEXT,fleet_size,fleet_size_oo,fleet_vocation_mixed_use_TEXT,fleet_vocation_other_TEXT,in_chicago,ownership_model,percentage_company_owned,percentage_pre_2010,percentage_class_6,percentage_urban_logistics,turnover_priorities_TEXT,turnover_financial_TEXT,decision_tools_cost,decision_tools_maintenance,decision_tools_emissions,decision_tools_telematics,decision_tools_regulations,decision_tools_consulting,decision_tools_AI,decision_tools_other,decision_tools_other_TEXT,years_replacement,replacement_priority_TEXT,purchase_markets,purchase_markets_TEXT,replace_pre2010,expand_fleet,turnover_comments_TEXT,rank_support_financial,rank_support_technical,rank_support_infrastructure,rank_support_certifications,rank_support_other,rank_support_other_TEXT,innovation_ice,innovation_hybrid,innovation_bev,innovation_hydrogen,innovation_telematic,innovation_ai,innovation_route,innovation_other,innovation_other_TEXT,innovation_best_TEXT,innovation_worst_TEXT,renewal_barriers_TEXT,key_stakeholders_TEXT,influence_by_customers,influence_by_regulatory,influence_by_communities,influence_by_industry,influence_by_investors,influence_by_ngo,influence_by_other,influence_by_other_TEXT,influence_on_customers,influence_on_regulatory,influence_on_communities,influence_on_industry,influence_on_investors,influence_on_ngo,influence_on_other,influence_on_other_TEXT,turnover_comments_2_TEXT,additional_comments_TEXT,fleet_vocation_1,fleet_vocation_2,fleet_vocation_3,fleet_vocation_4,fleet_vocation_5,fleet_vocation_6,fleet_vocation_nan,region_1,region_2,region_3,region_4,region_5,region_6,region_nan,turnover_priorities_1,turnover_priorities_2,turnover_priorities_3,turnover_priorities_4,turnover_priorities_5,turnover_priorities_6,turnover_priorities_7,turnover_priorities_8,turnover_priorities_9,turnover_priorities_nan,turnover_financial_1,turnover_financial_10,turnover_financial_2,turnover_financial_3,turnover_financial_4,turnover_financial_5,turnover_financial_6,turnover_financial_7,turnover_financial_8,turnover_financial_9,turnover_financial_nan,replacement_priority_1,replacement_priority_2,replacement_priority_3,replacement_priority_4,replacement_priority_5,replacement_priority_6,replacement_priority_7,replacement_priority_8,replacement_priority_nan,renewal_barriers_1,renewal_barriers_10,renewal_barriers_11,renewal_barriers_2,renewal_barriers_3,renewal_barriers_4,renewal_barriers_5,renewal_barriers_6,renewal_barriers_7,renewal_barriers_8,renewal_barriers_9,renewal_barriers_nan,key_stakeholders_1,key_stakeholders_10,key_stakeholders_2,key_stakeholders_3,key_stakeholders_4,key_stakeholders_5,key_stakeholders_6,key_stakeholders_7,key_stakeholders_8,key_stakeholders_9,key_stakeholders_nan,oo_veh_char_3,oo_veh_char_nan,fleet_type,current_role_oo,current_role_oo_TEXT,oo_veh_char_1,oo_veh_char_2,oo_veh_char_4,source
97,b4f093ad,1,,1.0,3.0,Learned on this job,3.0,,,,,3.0,60.0,5.0,20.0,80.0,,,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,na,3.0,,3.0,,1.0,,,1.0,3.0,2.0,4.0,5.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,na,Telematics,Electric Only Fleets,,,2.0,3.0,1.0,3.0,2.0,2.0,1.0,na,2.0,3.0,2.0,2.0,3.0,2.0,1.0,na,Turnover takes a lot of work and time. It has to be planned out to avoid as many disruptions as possible.,N/a,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0,1,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
98,4222a43a,4,"no longer affiliated with a trucking company but ill answer as im in ""other position"" and use previous experience ",3.0,2.0,"no education, certs or prior experience. ",1.0,,,,2.0,1.0,,0.0,0.0,90.0,,,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,unk,12.5,,3.0,,,,no ,1.0,3.0,2.0,4.0,5.0,,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,unk,something with small improvements to fuel and driver comfort ,electric due to no options available ,,,3.0,2.0,2.0,3.0,4.0,3.0,1.0,unk,4.0,2.0,4.0,4.0,4.0,3.0,1.0,unk,cost and need for new vehicles ,i think all drivers would want new vehicles but its not always financially a priority ,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Other
99,57028398,1,,2.0,2.0,"Automotive Mechanic Certification, Automotive Body Shop Estimator, Automotive Body Shop Production Manager, Automotive Body Shop General Manager",3.0,,,Local Medical Transport,,1.0,,20.0,0.0,0.0,,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,6.0,,3.0,,1.0,,,1.0,2.0,4.0,3.0,5.0,,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,N//A,AI Technology,,,,1.0,3.0,2.0,3.0,4.0,3.0,1.0,,1.0,3.0,2.0,3.0,4.0,3.0,1.0,,AI innovations,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
100,db0f0c1d,1,,2.0,4.0,"No certifications , just plain experience ",3.0,,Estes company runs all regions ,,2.0,3.0,70.0,15.0,50.0,30.0,,,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,Na,0.0,,5.0,"Depending on the market, bought lots of trucks after yellow closed",5.0,,,3.0,2.0,1.0,4.0,5.0,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,Electric vehicles,CNG,,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,How well driver take care of trucks ,,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0.0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
101,ed1bf920,4,travel rental company,1.0,3.0,none. on the job training,3.0,,,,,3.0,50.0,0.0,5.0,100.0,,,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,none,7.0,,1.0,,,,no,1.0,3.0,2.0,4.0,5.0,,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,none,smart location technologies,fuel efficiency,,,4.0,4.0,2.0,2.0,3.0,3.0,1.0,none,4.0,3.0,2.0,2.0,2.0,2.0,1.0,none,cost of training on new technologies,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0.0,1,0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Other
102,296bdb39,4,Vp of it,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
103,3b2b8a68,1,,2.0,2.0,"Operations Manager, Mechanic Experience",2.0,,,,,1.0,,15.0,85.0,10.0,,,2.0,3.0,4.0,3.0,4.0,3.0,2.0,,,12.0,,3.0,,1.0,,,1.0,2.0,4.0,3.0,5.0,,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,,Batteries and EVs,ICE,,,2.0,1.0,2.0,4.0,3.0,2.0,,,4.0,3.0,3.0,3.0,,4.0,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
104,d2285c7c,4,Employed in a company that has a fleet to operate ,2.0,2.0,Strategic Operation roles ,2.0,,,,,1.0,,100.0,0.0,0.0,,,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,N/a,1.0,,1.0,,5.0,,No,2.0,1.0,3.0,4.0,5.0,,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,N/a,3d part printing,EV regulations ,,,2.0,3.0,1.0,3.0,4.0,1.0,1.0,N/a,2.0,3.0,1.0,2.0,4.0,2.0,1.0,N/a,The profit loss ,N/a,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
105,c96215b4,2,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
106,b847e508,1,,1.0,1.0,"EMT, Paramedic",3.0,,,Emergency fleet services,,1.0,,60.0,85.0,8.0,,"Possible costs from risks of stranding employees, having the brakes give out and getting in an accident, etc",3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,,15.0,,3.0,,1.0,,,1.0,2.0,4.0,3.0,5.0,,2.0,1.0,1.0,1.0,3.0,1.0,3.0,,,Better GPS system (or one at all),Electric vehicles - not feasible for us,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,4.0,1.0,1.0,1.0,1.0,,"How hard it is to purchase ambulances, especially post-COVID",,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0.0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
107,65caedde,1,,2.0,4.0,I only have an associate's degree in business management. The rest is self taught and learning from others. ,1.0,,,,,1.0,,51.0,100.0,0.0,,,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,,15.0,,1.0,,2.0,,No,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,Telematics,AI,,,3.0,3.0,2.0,3.0,4.0,2.0,1.0,,3.0,2.0,1.0,3.0,4.0,2.0,1.0,,Financial. Most do not know the money it takes to have and maintain a good fleet. ,No,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
108,4cae4f76,4,fleet manager for a local government,1.0,2.0,,2.0,,Agricultural,,2.0,1.0,,100.0,,50.0,,,2.0,4.0,2.0,3.0,2.0,2.0,2.0,,,10.0,wear and tear on the body/mechanical,1.0,,5.0,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,Fuel efficiency,hydrogen cell,,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,used vehicle depreciation,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,< 100 vehicles,,,,,,Other
109,8cb8fc77,1,,4.0,1.0,,4.0,,,,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Fleet managers
110,8d28a647,2,,2.0,2.0,I have worked in the transportation field for twenty yers,2.0,,,,,1.0,,39.0,56.0,0.0,,,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,Nothing ,9.0,,3.0,,5.0,,,1.0,2.0,3.0,4.0,5.0,,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,,Fuel efficiency ,Battery powered ,,,2.0,3.0,3.0,3.0,1.0,1.0,,,2.0,3.0,3.0,3.0,1.0,1.0,,,High costs,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.0,0,0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
111,a7b7f86b,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
112,d9971182,4,Shipping and Receiving in warehouse ,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
113,b8b7f2b9,1,,1.0,4.0,I just have on the job training for my roll but I have a Bachelor’s in Transportation & Logistics,4.0,,,,1.0,1.0,,17.0,76.0,40.0,,,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,,14.5,,3.0,,1.0,,not that I can think of,3.0,2.0,1.0,4.0,5.0,,3.0,1.0,2.0,3.0,1.0,3.0,2.0,,,Electrification Battery EVs + Improved Charging Infrastructure,Novel tech that requires major infrastructure shifts,,,2.0,3.0,2.0,4.0,4.0,3.0,,,2.0,3.0,2.0,4.0,4.0,2.0,,,"Total Cost of Ownership vs. Purchase Price

Most people still focus on the sticker price rather than the full lifecycle cost.

Poorly understood factors

Maintenance and downtime costs often exceed purchase price differences.

Fuel/energy costs across the vehicle’s lifetime are wildly underestimated.

Residual value (resale value) is rarely incorporated correctly.

Older vehicles cost more in unplanned downtime, but that cost is rarely tracked.

Fleets keep old vehicles “because they’re paid off,” even though they are more expensive to operate than new ones.",Not that I can think of,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0.0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
114,2f48fafe,1,,1.0,2.0,manager of operations,3.0,,,,1.0,2.0,,65.0,55.0,57.0,,,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,na,15.0,,3.0,,2.0,,It has its up's and downs.,1.0,2.0,4.0,3.0,5.0,,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,na,geotab,electric vehicles,,,3.0,2.0,3.0,3.0,2.0,3.0,1.0,na,3.0,2.0,3.0,4.0,3.0,3.0,1.0,na,Most people do not like having a tarcker.,thank you,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0.0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
115,8536db61,3,,,3.0,"I have run my small business for 5 years and have training in operations, fleet management and handle all relevant decision making ",,2.0,,,,,,,,,,,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,,5.0,,2.0,,,1.0,No,1.0,2.0,3.0,4.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,Hybrid,Hydrogen ,,,4.0,3.0,2.0,1.0,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,Regulatory,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
116,d1c92b4d,1,,2.0,2.0,"Have been working on Logistics with companies like UPS, R+L Logistics, Gate Group with training and direct involvement with operations and multiple fleet management projects/systems.",4.0,,Restricted Airport Access Logistics,,,1.0,,10.0,75.0,15.0,,,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,,15.0,,1.0,,2.0,,Coordinating with operations in order to have the correct amount of vehicles in service/in maintenance,3.0,1.0,4.0,2.0,5.0,,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,Telematics,Battery Powered Vehicles,,,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,4.0,2.0,1.0,3.0,3.0,1.0,1.0,,The work it takes to keep over 100+ vehicles in perfect rotation with operations and compliance schedules without hindering day to day operations.,No Extra Comments,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0.0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
117,5b67267b,1,,1.0,2.0,"CDL, OSHA, CAFM, CEM, CAFM, NATMI",1.0,,,,,2.0,,0.0,6.0,6.0,,,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,,5.0,,1.0,,,,,4.0,2.0,1.0,3.0,5.0,,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,A.I. Tools,BEVs,,,2.0,2.0,2.0,2.0,3.0,1.0,,,3.0,2.0,3.0,4.0,4.0,2.0,,,Transition timing,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Fleet managers
118,2d34fb95,3,,,2.0,years of experience,,2.0,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,,6.0,,3.0,,,1.0,,1.0,3.0,2.0,4.0,5.0,,2.0,3.0,1.0,1.0,3.0,3.0,3.0,,,self-driving,electric,,,1.0,3.0,1.0,2.0,4.0,1.0,3.0,banks,1.0,4.0,1.0,2.0,4.0,3.0,4.0,banks,financial,,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Owner-Operators
119,8d2001d9,4,Local government,3.0,2.0,"I have a BS degree and experience working in local government, specifically in Public Works departments working with various aspects of fleet management.",3.0,,,,,1.0,,15.0,30.0,70.0,,,4.0,4.0,3.0,3.0,2.0,2.0,3.0,,,10.0,,1.0,,1.0,,,1.0,3.0,2.0,4.0,5.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,improvements to performance and capabilities of BEVs,"incentives to transition to cleaner, greener fleets and the continuing improvement of technology to make it more feasible",,,2.0,2.0,3.0,3.0,1.0,3.0,,,2.0,2.0,3.0,2.0,2.0,3.0,,,"environmental impacts, green fleet technology",,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,< 100 vehicles,,,,,,Other
120,2b429878,1,,1.0,1.0,managing multiple fleets for a large company over the course of two years. ,4.0,,,,,2.0,,46.0,71.0,78.0,,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,none,7.0,,1.0,,1.0,,none,3.0,1.0,4.0,2.0,5.0,,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,none,Ai services,Auto driving vehicles,,,3.0,3.0,2.0,2.0,3.0,3.0,1.0,,2.0,3.0,4.0,3.0,4.0,3.0,1.0,,The logistics of it. ,none,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,> 100 vehicles,,,,,,Fleet managers
121,e51fb895,4,Manager at a truck rental company,4.0,5.0,In the job training and online course training ,6.0,,,Truck rentals,,1.0,,5.0,0.0,0.0,,,,4.0,,2.0,,2.0,2.0,,N/a,,,1.0,,,,COVID heavily affected our ability to turn over our fleet. ,1.0,2.0,4.0,3.0,5.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N/a,Remote tracking,Hybrid or BEV,,,3.0,2.0,1.0,3.0,4.0,2.0,,,3.0,2.0,2.0,2.0,3.0,2.0,,,I’m more involved in distribution and maintenance of the fleet which helps in its turnover. ,None ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0.0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,> 100 vehicles,,,,,,Other
122,482256d4,3,,,3.0,I worked for a mobile grooming company as an employee for 2 years and now own my own mobile grooming company,,1.0,,mobile pet grooming ,,,,,,,equiptment upgrades ,,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,upgrades newer models,6.0,,1.0,,,1.0,We use Mercedes conversions for our operations and maintenance costs can skyrocket after the vehicle is out of warranty. This is a huge consideration for us.,,,,,,,1.0,3.0,3.0,1.0,1.0,3.0,3.0,,,"The conversion to our units uses Diesel generators, we're hopeful this will be obsolete in the next few years.",Entirely electric fleet options.,,,3.0,2.0,1.0,4.0,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,,"Our units are incredibly expensive ($130,000) and they take months to build. The have a very high resale value, but often we're forced to trade them in instead of doing private sale because we cant have a pause in operations.",,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,> 100 vehicles,,,,,,Owner-Operators
123,7d2a8b37,4,None of the above ,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,> 100 vehicles,,,,,,Other
124,eecdcb3e,4,Business owner with a fleet of service vehicles ,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,< 100 vehicles,,,,,,Other
